route_name,route_link,bus_name,bus_type,departing_time,reaching_time,bus_duration,price,seat,star_rating,state,route_lin,route_url
Chandigarh to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,['HRTC - 1546'],['Ordinary 3+2 Non AC Seater'],['16:25'],['21:15'],['04h 50m'],['309'],26,['4.8'],Himachal,,
Chandigarh to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,['HRTC - 9235'],['A/C Executive (2+3)'],['16:40'],['22:00'],['05h 20m'],['369'],44,['3.9'],Himachal,,
Chandigarh to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,['HRTC - 401670'],['Ordinary 3+2 Non AC Seater'],['18:00'],['22:00'],['04h 00m'],['295'],26,['5.0'],Himachal,,
Chandigarh to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,['HRTC - 1549'],['Ordinary 3+2 Non AC Seater'],['18:15'],['01:00'],['06h 45m'],['337'],37,['3.9'],Himachal,,
Chandigarh to Hamirpur (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,['HRTC - 1227'],['Ordinary 3+2 Non AC Seater'],['19:30'],['03:00'],['07h 30m'],['339'],37,['3.9'],Himachal,,
Shimla to Manali Bus,https://www.redbus.in/bus-tickets/shimla-to-manali,['HRTC - 290'],['Ordinary 3+2 Non AC Seater'],['19:00'],['05:30'],['10h 30m'],['583'],27,['3.0'],Himachal,,
Shimla to Manali Bus,https://www.redbus.in/bus-tickets/shimla-to-manali,['HRTC - 291'],['Himmani Deluxe 2+2 Non AC Seater'],['20:20'],['05:00'],['08h 40m'],['641'],27,['3.5'],Himachal,,
Shimla to Manali Bus,https://www.redbus.in/bus-tickets/shimla-to-manali,['HRTC - 154'],['Himsuta AC Seater Volvo/Scania 2+2'],['21:00'],['06:10'],['09h 10m'],['963'],35,['4.3'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 528'],['A/C Executive (2+3)'],['17:31'],['07:00'],['13h 29m'],['844'],43,['2.9'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 539'],['Himmani Deluxe 2+2 Non AC Seater'],['18:50'],['07:15'],['12h 25m'],['779'],21,['2.8'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 539'],['Himmani Deluxe 2+2 Non AC Seater'],['18:50'],['06:45'],['11h 55m'],['755'],17,['3.3'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 546'],['Himmani Deluxe 2+2 Non AC Seater'],['19:20'],['07:00'],['11h 40m'],['746'],24,['1.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 550'],['Ordinary 3+2 Non AC Seater'],['19:40'],['08:00'],['12h 20m'],['714'],37,['3.9'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 14'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:10'],['07:30'],['11h 20m'],['1259'],29,['4.2'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 14'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:10'],['07:45'],['11h 35m'],['1295'],34,['3.5'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 26'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:50'],['08:40'],['11h 50m'],['1310'],30,['2.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 26'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:50'],['08:10'],['11h 20m'],['1274'],30,['4.1'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 569'],['Himmani Deluxe 2+2 Non AC Seater'],['21:22'],['09:06'],['11h 44m'],['755'],25,['4.6'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 569'],['Himmani Deluxe 2+2 Non AC Seater'],['21:22'],['09:20'],['11h 58m'],['779'],26,['3.2'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 577'],['A/C Executive (2+3)'],['21:40'],['09:10'],['11h 30m'],['680'],25,['3.4'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['HRTC - 582'],['Ordinary 3+2 Non AC Seater'],['23:05'],['11:45'],['12h 40m'],['680'],34,['2.4'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Ram Dalal Holidays'],['Volvo 9600 Multi Axle Semi-Sleeper (2+2)'],['21:45'],['08:10'],['10h 25m'],[],28,['4.8'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Ram Dalal Holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['19:30'],['06:40'],['11h 10m'],[],17,['4.8'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Bedi Travels'],['Volvo 9600 Multi Axle Semi-Sleeper (2+2)'],['21:00'],['07:30'],['10h 30m'],[],24,['4.8'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['22:00'],['09:00'],['11h 00m'],[],26,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo Multi-Axle A/C Semi Sleeper (2+2)'],['20:00'],['06:55'],['10h 55m'],[],23,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['21:00'],['07:15'],['10h 15m'],[],25,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['19:00'],['06:00'],['11h 00m'],[],19,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Bedi Travels'],['Volvo 9600 Multi Axle Semi-Sleeper (2+2)'],['21:00'],['07:45'],['10h 45m'],[],24,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['22:00'],['08:55'],['10h 55m'],[],28,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo Multi-Axle A/C Semi Sleeper (2+2)'],['20:00'],['06:53'],['10h 53m'],[],23,['4.7'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Bedi Travels'],['Volvo A/C Semi Sleeper (2+2 )'],['21:45'],['08:30'],['10h 45m'],[],17,['4.6'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['19:00'],['05:59'],['10h 59m'],[],19,['4.6'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['21:00'],['08:00'],['11h 00m'],[],26,['4.5'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Bedi Travels'],['Volvo A/C Semi Sleeper (2+2 )'],['21:45'],['08:45'],['11h 00m'],[],17,['4.5'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Zingbus Plus'],['Volvo Multi-Axle A/C Semisleeper (2+2)'],['22:05'],['08:20'],['10h 15m'],[],22,['4.6'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['New Himalaya Travels'],['Volvo A/C Semi Sleeper (2+2)'],['21:15'],['07:45'],['10h 30m'],['690'],13,['4.1'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Zingbus Plus'],['Volvo Multi-Axle A/C Semisleeper (2+2)'],['22:05'],['08:25'],['10h 20m'],[],24,['4.4'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['New Himalaya Travels'],['Volvo A/C Semi Sleeper (2+2)'],['21:15'],['07:49'],['10h 34m'],['690'],13,['4.4'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['City Land Travels'],['Volvo A/C B11R Multi Axle Semi Sleeper (2+2)'],['22:20'],['08:20'],['10h 00m'],[],34,['3.3'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['City Land Travels'],['Volvo A/C B11R Multi Axle Semi Sleeper (2+2)'],['22:20'],['08:50'],['10h 30m'],[],34,['3.5'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['City Land Travels'],['Volvo A/C Semi Sleeper (2+2)'],['20:30'],['06:30'],['10h 00m'],[],25,['3.5'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['City Land Travels'],['Volvo A/C Semi Sleeper (2+2)'],['20:30'],['07:00'],['10h 30m'],[],25,['3.3'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['Raghukul Holidays'],['Volvo A/C Semi Sleeper (2+2)'],['20:00'],['07:35'],['11h 35m'],[],20,['3.6'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['A N Holidays'],['Bharat Benz A/C Semi Sleeper (2+2)'],['19:30'],['07:15'],['11h 45m'],[],31,['3.3'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,"[""Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD)""]",['A/C Semi Sleeper (2+2)'],['19:30'],['06:30'],['11h 00m'],['999'],1,['3.3'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['A N Holidays'],['Bharat Benz A/C Semi Sleeper (2+2)'],['19:30'],['06:40'],['11h 10m'],[],31,['3.0'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,['FlixBus'],['A/C Seater (2+2)'],['19:00'],['07:15'],['12h 15m'],['743'],24,['4.5'],Himachal,,
Delhi to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,"[""Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD)""]",['A/C Semi Sleeper (2+2)'],['19:30'],['07:15'],['11h 45m'],['1199'],1,['2.5'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 131'],['Ordinary 3+2 Non AC Seater'],['14:42'],['19:10'],['04h 28m'],['237'],37,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 189'],['Ordinary 3+2 Non AC Seater'],['15:00'],['17:45'],['02h 45m'],['237'],36,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 218'],['Ordinary 3+2 Non AC Seater'],['16:24'],['19:25'],['03h 01m'],['242'],37,['1.5'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 1707'],['Ordinary 3+2 Non AC Seater'],['16:28'],['20:30'],['04h 02m'],['242'],27,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 219'],['Ordinary 3+2 Non AC Seater'],['16:42'],['22:10'],['05h 28m'],['242'],34,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 207'],['Ordinary 3+2 Non AC Seater'],['17:15'],['22:30'],['05h 15m'],['237'],27,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 103'],['Ordinary 3+2 Non AC Seater'],['17:18'],['20:19'],['03h 01m'],['237'],36,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 215'],['Ordinary 3+2 Non AC Seater'],['18:00'],['22:30'],['04h 30m'],['242'],37,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 104'],['A/C Executive (2+3)'],['18:20'],['21:21'],['03h 01m'],['247'],44,['1.4'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 188'],['Ordinary 3+2 Non AC Seater'],['19:25'],['22:26'],['03h 01m'],['232'],27,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 153'],['Himsuta AC Seater Volvo/Scania 2+2'],['19:30'],['23:30'],['04h 00m'],['384'],34,['4.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 74'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:00'],['23:00'],['03h 00m'],['384'],34,['2.8'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 1711'],['Ordinary 3+2 Non AC Seater'],['20:00'],['23:00'],['03h 00m'],['242'],37,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 139'],['Ordinary 3+2 Non AC Seater'],['20:05'],['00:15'],['04h 10m'],['237'],35,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 230'],['A/C Executive (2+3)'],['20:20'],['01:00'],['04h 40m'],['256'],44,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 229'],['Ordinary 3+2 Non AC Seater'],['20:40'],['23:30'],['02h 50m'],['242'],37,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 3'],['Himsuta AC Seater Volvo/Scania 2+2'],['21:00'],['00:40'],['03h 40m'],['384'],34,['4.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 108'],['A/C Executive (2+3)'],['21:20'],['00:21'],['03h 01m'],['247'],44,['3.2'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 19'],['Himsuta AC Seater Volvo/Scania 2+2'],['21:30'],['01:15'],['03h 45m'],['384'],34,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 1712'],['Ordinary 3+2 Non AC Seater'],['21:30'],['01:00'],['03h 30m'],['242'],27,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 130'],['Ordinary 3+2 Non AC Seater'],['21:45'],['01:30'],['03h 45m'],['237'],37,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 179'],['Ordinary 3+2 Non AC Seater'],['22:00'],['01:45'],['03h 45m'],['242'],27,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 35'],['Himsuta AC Seater Volvo/Scania 2+2'],['22:00'],['01:10'],['03h 10m'],['384'],16,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 136'],['Ordinary 3+2 Non AC Seater'],['22:30'],['02:10'],['03h 40m'],['242'],27,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['HRTC - 92'],['Himsuta AC Seater Volvo/Scania 2+2'],['22:30'],['01:30'],['03h 00m'],['384'],34,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['RSRTC - 192348'],['Super Luxury Volvo AC Seater Pushback 2+2'],['16:30'],['21:15'],['04h 45m'],['432'],34,['3.7'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['FlixBus'],['A/C Seater (2+2)'],['20:00'],['00:30'],['04h 30m'],['165'],28,['3.9'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['Zingbus Plus'],['Volvo A/C Semi Sleeper (2+2)'],['20:30'],['23:45'],['03h 15m'],['267'],32,['4.7'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['Laxmi holidays'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['20:30'],['23:35'],['03h 05m'],[],40,['4.7'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['Laxmi holidays'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['20:30'],['23:00'],['02h 30m'],[],43,['4.7'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['Bedi Travels'],['Volvo A/C Semi Sleeper (2+2 )'],['21:30'],['00:55'],['03h 25m'],[],23,['4.7'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['Ram Dalal Holidays'],['Mercedes Multi-Axle Semi Sleeper (2+2)'],['21:55'],['01:40'],['03h 45m'],[],24,['3.8'],Himachal,,
Shimla to Chandigarh Bus,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,['Yolo Bus'],['Volvo A/C Semi Sleeper (2+2)'],['22:00'],['00:42'],['02h 42m'],['1914'],49,['4.0'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['HRTC - 127'],['Himsuta AC Seater Volvo/Scania 2+2'],['15:40'],['22:00'],['06h 20m'],['724'],24,['4.0'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['HRTC - 1285'],['Ordinary 3+2 Non AC Seater'],['18:40'],['02:30'],['07h 50m'],['429'],37,['3.9'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['HRTC - 91'],['Himsuta AC Seater Volvo/Scania 2+2'],['22:10'],['04:40'],['06h 30m'],['724'],29,['3.9'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['Laxmi holidays'],['VE A/C Semi Sleeper (2+2)'],['23:50'],['05:30'],['05h 40m'],[],29,['4.3'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['23:55'],['05:59'],['06h 04m'],[],27,['4.7'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['23:55'],['06:00'],['06h 05m'],[],24,['4.6'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['A N Holidays'],['Bharat Benz A/C Semi Sleeper (2+2)'],['23:59'],['07:15'],['07h 16m'],[],31,['4.1'],Himachal,,
Chandigarh to Dharamshala (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,['A N Holidays'],['Bharat Benz A/C Semi Sleeper (2+2)'],['23:59'],['06:40'],['06h 41m'],[],31,['2.4'],Himachal,,
Delhi to Baddi (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,['HRTC - 568'],['Ordinary 3+2 Non AC Seater'],['21:30'],['06:15'],['08h 45m'],['310'],38,['3.6'],Himachal,,
Delhi to Baddi (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,['HRTC - 580'],['Ordinary 3+2 Non AC Seater'],['22:45'],['05:00'],['06h 15m'],['310'],36,['3.6'],Himachal,,
Delhi to Baddi (Himachal Pradesh) Bus,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,['HRTC - 576'],['Himsuta AC Seater Volvo/Scania 2+2'],['23:20'],['05:30'],['06h 10m'],['588'],26,['4.1'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 911'],['Ordinary 3+2 Non AC Seater'],['14:55'],['23:20'],['08h 25m'],['448'],37,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 904'],['Himmani Deluxe 2+2 Non AC Seater'],['15:00'],['23:30'],['08h 30m'],['478'],27,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 902'],['Ordinary 3+2 Non AC Seater'],['16:30'],['01:25'],['08h 55m'],['477'],37,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 903'],['Himmani Deluxe 2+2 Non AC Seater'],['17:00'],['01:00'],['08h 00m'],['494'],27,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 903'],['Himmani Deluxe 2+2 Non AC Seater'],['18:00'],['01:00'],['07h 00m'],['470'],27,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 925'],['A/C Executive (2+3)'],['18:00'],['02:00'],['08h 00m'],['501'],44,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 25'],['Himsuta AC Seater Volvo/Scania 2+2'],['18:30'],['01:15'],['06h 45m'],['771'],34,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 43'],['Himsuta AC Seater Volvo/Scania 2+2'],['19:35'],['01:15'],['05h 40m'],['756'],32,['3.7'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 905'],['Ordinary 3+2 Non AC Seater'],['19:35'],['02:30'],['06h 55m'],['449'],35,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 927'],['Ordinary 3+2 Non AC Seater'],['20:00'],['04:15'],['08h 15m'],['451'],37,['3.9'],Himachal,,
Dharamshala (Himachal Pradesh) to Chandigarh Bus,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,['HRTC - 13'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:05'],['02:15'],['06h 10m'],['751'],34,['4.8'],Himachal,,
